entity,label,source_title,source_url
222 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the previous year,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
a year,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Shouchun,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Changping,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
35 years earlier.[12,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Dan,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Jing Ke,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Gong,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Jian,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Ying Zheng,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Qin Shi Huangdi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Xianyang,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the Middle East.[citation,LOC,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the Battle of Muye,EVENT,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Yique,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Spring,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
this period,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Qiang,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
that era,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Wuzi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Wei Liaozi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Sima Rangju,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Mozi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Confucianism,NORP,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Xunzi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Legalism,ORG,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Shen Buhai,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Shen Dao,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Han Fei,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Zhuangzi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Lao Tzu,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Liang,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Mohists,NORP,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Taoism,NORP,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Laozi,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
338 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
445 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
390 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
355 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
357 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
350 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Legalist,NORP,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Tsinghua,ORG,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
305 BC,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Autumn,DATE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the Warring States,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Zhejiang,GPE,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Lü Buwei,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Qin Shihuang.[citation,PERSON,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the Min River,LOC,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
the Guanzhong Plain,LOC,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Guanzi,LOC,Warring States period,https://en.wikipedia.org/wiki/Warring_States_period
Chinese,NORP,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
the Warring States period,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
c. 475 to 221 BC,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Qin,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Zhao,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
228 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Wei,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
225 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Chu,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
223 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Yan,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
222 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Qi,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
221 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
the Eastern Zhou dynasty,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Zhou,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Spring,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Warring States,EVENT,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Han,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
230 BCE,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
221 BCE.[1,DATE,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
Ying Zheng,PERSON,Seven Warring States,https://en.wikipedia.org/wiki/Seven_Warring_States
